data/training/wav/rnd1/adr_rnd1_001.wav,data/training/text/rnd1/adr_rnd1_001.txt
data/training/wav/rnd1/adr_rnd1_002.wav,data/training/text/rnd1/adr_rnd1_002.txt
data/training/wav/rnd1/adr_rnd1_003.wav,data/training/text/rnd1/adr_rnd1_003.txt
data/training/wav/rnd1/adr_rnd1_004.wav,data/training/text/rnd1/adr_rnd1_004.txt
data/training/wav/rnd1/adr_rnd1_005.wav,data/training/text/rnd1/adr_rnd1_005.txt
data/training/wav/rnd1/adr_rnd1_006.wav,data/training/text/rnd1/adr_rnd1_006.txt
data/training/wav/rnd1/adr_rnd1_007.wav,data/training/text/rnd1/adr_rnd1_007.txt
data/training/wav/rnd1/adr_rnd1_008.wav,data/training/text/rnd1/adr_rnd1_008.txt
data/training/wav/rnd1/adr_rnd1_009.wav,data/training/text/rnd1/adr_rnd1_009.txt
data/training/wav/rnd1/adr_rnd1_010.wav,data/training/text/rnd1/adr_rnd1_010.txt
data/training/wav/rnd1/adr_rnd1_011.wav,data/training/text/rnd1/adr_rnd1_011.txt
data/training/wav/rnd1/adr_rnd1_012.wav,data/training/text/rnd1/adr_rnd1_012.txt
data/training/wav/rnd1/adr_rnd1_013.wav,data/training/text/rnd1/adr_rnd1_013.txt
data/training/wav/rnd1/adr_rnd1_014.wav,data/training/text/rnd1/adr_rnd1_014.txt
data/training/wav/rnd1/adr_rnd1_015.wav,data/training/text/rnd1/adr_rnd1_015.txt
data/training/wav/rnd1/adr_rnd1_016.wav,data/training/text/rnd1/adr_rnd1_016.txt
data/training/wav/rnd1/adr_rnd1_017.wav,data/training/text/rnd1/adr_rnd1_017.txt
data/training/wav/rnd1/adr_rnd1_018.wav,data/training/text/rnd1/adr_rnd1_018.txt
data/training/wav/rnd1/adr_rnd1_019.wav,data/training/text/rnd1/adr_rnd1_019.txt
data/training/wav/rnd1/adr_rnd1_020.wav,data/training/text/rnd1/adr_rnd1_020.txt
data/training/wav/rnd1/adr_rnd1_021.wav,data/training/text/rnd1/adr_rnd1_021.txt
data/training/wav/rnd1/adr_rnd1_022.wav,data/training/text/rnd1/adr_rnd1_022.txt
data/training/wav/rnd1/adr_rnd1_023.wav,data/training/text/rnd1/adr_rnd1_023.txt
data/training/wav/rnd1/adr_rnd1_024.wav,data/training/text/rnd1/adr_rnd1_024.txt
data/training/wav/rnd1/adr_rnd1_025.wav,data/training/text/rnd1/adr_rnd1_025.txt
data/training/wav/rnd1/adr_rnd1_026.wav,data/training/text/rnd1/adr_rnd1_026.txt
data/training/wav/rnd1/adr_rnd1_027.wav,data/training/text/rnd1/adr_rnd1_027.txt
data/training/wav/rnd1/adr_rnd1_028.wav,data/training/text/rnd1/adr_rnd1_028.txt
data/training/wav/rnd1/adr_rnd1_029.wav,data/training/text/rnd1/adr_rnd1_029.txt
data/training/wav/rnd1/adr_rnd1_030.wav,data/training/text/rnd1/adr_rnd1_030.txt
data/training/wav/rnd1/adr_rnd1_031.wav,data/training/text/rnd1/adr_rnd1_031.txt
data/training/wav/rnd1/adr_rnd1_032.wav,data/training/text/rnd1/adr_rnd1_032.txt
data/training/wav/rnd1/adr_rnd1_033.wav,data/training/text/rnd1/adr_rnd1_033.txt
data/training/wav/rnd1/adr_rnd1_034.wav,data/training/text/rnd1/adr_rnd1_034.txt
data/training/wav/rnd1/adr_rnd1_035.wav,data/training/text/rnd1/adr_rnd1_035.txt
data/training/wav/rnd1/adr_rnd1_036.wav,data/training/text/rnd1/adr_rnd1_036.txt
data/training/wav/rnd1/adr_rnd1_037.wav,data/training/text/rnd1/adr_rnd1_037.txt
data/training/wav/rnd1/adr_rnd1_038.wav,data/training/text/rnd1/adr_rnd1_038.txt
data/training/wav/rnd1/adr_rnd1_039.wav,data/training/text/rnd1/adr_rnd1_039.txt
data/training/wav/rnd1/adr_rnd1_040.wav,data/training/text/rnd1/adr_rnd1_040.txt
data/training/wav/rnd1/adr_rnd1_041.wav,data/training/text/rnd1/adr_rnd1_041.txt
data/training/wav/rnd1/adr_rnd1_042.wav,data/training/text/rnd1/adr_rnd1_042.txt
data/training/wav/rnd1/adr_rnd1_043.wav,data/training/text/rnd1/adr_rnd1_043.txt
data/training/wav/rnd1/adr_rnd1_044.wav,data/training/text/rnd1/adr_rnd1_044.txt
data/training/wav/rnd1/adr_rnd1_045.wav,data/training/text/rnd1/adr_rnd1_045.txt
